01F1; C; 01F3; 
01F2; C; 01F3; 
01F4; C; 01F5; 
01F6; C; 0195; 
01F7; C; 01BF; 
01F8; C; 01F9; 
01FA; C; 01FB; 
01FC; C; 01FD; 
01FE; C; 01FF; 
0200; C; 0201; 
0202; C; 0203; 
0204; C; 0205; 
0206; C; 0207; 
0208; C; 0209; 
020A; C; 020B; 
020C; C; 020D; 
020E; C; 020F; 
0210; C; 0211; 
0212; C; 0213; 
0214; C; 0215; 
0216; C; 0217; 
0218; C; 0219; 
021A; C; 021B; 
021C; C; 021D; 
021E; C; 021F; 
0220; C; 019E; 
0222; C; 0223; 
0224; C; 0225; 
0226; C; 0227; 
0228; C; 0229; 
022A; C; 022B; 
022C; C; 022D; 
022E; C; 022F; 
0230; C; 0231; 
0232; C; 0233; 
023A; C; 2C65; 
023B; C; 023C; 
023D; C; 019A; 
023E; C; 2C66; 
0241; C; 0242; 
0243; C; 0180; 
0244; C; 0289; 
0245; C; 028C; 
0246; C; 0247; 
0248; C; 0249; 
024A; C; 024B; 
024C; C; 024D; 
024E; C; 024F; 
0345; C; 03B9; 
0386; C; 03AC; 
0388; C; 03AD; 
0389; C; 03AE; 
038A; C; 03AF; 
038C; C; 03CC; 
038E; C; 03CD; 
038F; C; 03CE; 
0390; F; 03B9 0308 0301; 
0391; C; 03B1; 
0392; C; 03B2; 
0393; C; 03B3; 
0394; C; 03B4; 
0395; C; 03B5; 
0396; C; 03B6; 
0397; C; 03B7; 
0398; C; 03B8; 
0399; C; 03B9; 
039A; C; 03BA; 
039B; C; 03BB; 
039C; C; 03BC; 
039D; C; 03BD; 
039E; C; 03BE; 
039F; C; 03BF; 
03A0; C; 03C0; 
03A1; C; 03C1; 
03A3; C; 03C3; 
03A4; C; 03C4; 
03A5; C; 03C5; 
03A6; C; 03C6; 
03A7; C; 03C7; 
03A8; C; 03C8; 
03A9; C; 03C9; 
03AA; C; 03CA; 
03AB; C; 03CB; 
03B0; F; 03C5 0308 0301; 
03C2; C; 03C3; 
03D0; C; 03B2; 
03D1; C; 03B8; 
03D5; C; 03C6; 
03D6; C; 03C0; 
03D8; C; 03D9; 
03DA; C; 03DB; 
03DC; C; 03DD; 
03DE; C; 03DF; 
03E0; C; 03E1; 
03E2; C; 03E3; 
03E4; C; 03E5; 
03E6; C; 03E7; 
03E8; C; 03E9; 
03EA; C; 03EB; 
03EC; C; 03ED; 
03EE; C; 03EF; 
03F0; C; 03BA; 
03F1; C; 03C1; 
03F4; C; 03B8; 
03F5; C; 03B5; 
03F7; C; 03F8; 
03F9; C; 03F2; 
03FA; C; 03FB; 
03FD; C; 037B; 
03FE; C; 037C; 
03FF; C; 037D; 
0400; C; 0450; 
0401; C; 0451; 
0402; C; 0452; 
0403; C; 0453; 
0404; C; 0454; 
0405; C; 0455; 
0406; C; 0456; 
0407; C; 0457; 
0408; C; 0458; 
0409; C; 0459; 
040A; C; 045A; 
040B; C; 045B; 
040C; C; 045C; 
040D; C; 045D; 
040E; C; 045E; 
040F; C; 045F; 
0410; C; 0430; 
0411; C; 0431; 
0412; C; 0432; 
0413; C; 0433; 
0414; C; 0434; 
0415; C; 0435; 
0416; C; 0436; 
0417; C; 0437; 
0418; C; 0438; 
0419; C; 0439; 
041A; C; 043A; 
041B; C; 043B; 
041C; C; 043C; 
041D; C; 043D; 
041E; C; 043E; 
041F; C; 043F; 
0420; C; 0440; 
0421; C; 0441; 
0422; C; 0442; 
0423; C; 0443; 
0424; C; 0444; 
0425; C; 0445; 
0426; C; 0446; 
0427; C; 0447; 
0428; C; 0448; 
0429; C; 0449; 
042A; C; 044A; 
042B; C; 044B; 
042C; C; 044C; 
042D; C; 044D; 
042E; C; 044E; 
042F; C; 044F; 
0460; C; 0461; 
0462; C; 0463; 
0464; C; 0465; 
0466; C; 0467; 
0468; C; 0469; 
046A; C; 046B; 
046C; C; 046D; 
046E; C; 046F; 
0470; C; 0471; 
0472; C; 0473; 
0474; C; 0475; 
0476; C; 0477; 
0478; C; 0479; 
047A; C; 047B; 
047C; C; 047D; 
047E; C; 047F; 
0480; C; 0481; 
048A; C; 048B; 
048C; C; 048D; 
048E; C; 048F; 
0490; C; 0491; 
0492; C; 0493; 
0494; C; 0495; 
0496; C; 0497; 
0498; C; 0499; 
049A; C; 049B; 
049C; C; 049D; 
049E; C; 049F; 
04A0; C; 04A1; 
04A2; C; 04A3; 
04A4; C; 04A5; 
04A6; C; 04A7; 
04A8; C; 04A9; 
04AA; C; 04AB; 
04AC; C; 04AD; 
04AE; C; 04AF; 
04B0; C; 04B1; 
04B2; C; 04B3; 
04B4; C; 04B5; 
04B6; C; 04B7; 
04B8; C; 04B9; 
04BA; C; 04BB; 
04BC; C; 04BD; 
04BE; C; 04BF; 
04C0; C; 04CF; 
04C1; C; 04C2; 
04C3; C; 04C4; 
04C5; C; 04C6; 
04C7; C; 04C8; 
04C9; C; 04CA; 
04CB; C; 04CC; 
04CD; C; 04CE; 
04D0; C; 04D1; 
04D2; C; 04D3; 
04D4; C; 04D5; 
04D6; C; 04D7; 
04D8; C; 04D9; 
04DA; C; 04DB; 
04DC; C; 04DD; 
04DE; C; 04DF; 
04E0; C; 04E1; 
04E2; C; 04E3; 
04E4; C; 04E5; 
04E6; C; 04E7; 
04E8; C; 04E9; 
04EA; C; 04EB; 
04EC; C; 04ED; 
04EE; C; 04EF; 
04F0; C; 04F1; 
04F2; C; 04F3; 
04F4; C; 04F5; 
04F6; C; 04F7; 
04F8; C; 04F9; 
04FA; C; 04FB; 
04FC; C; 04FD; 
04FE; C; 04FF; 
0500; C; 0501; 
0502; C; 0503; 
0504; C; 0505; 
0506; C; 0507; 
0508; C; 0509; 
050A; C; 050B; 
050C; C; 050D; 
050E; C; 050F; 
0510; C; 0511; 
0512; C; 0513; 
0531; C; 0561; 
0532; C; 0562; 
0533; C; 0563; 
0534; C; 0564; 
0535; C; 0565; 
0536; C; 0566; 
0537; C; 0567; 
0538; C; 0568; 
0539; C; 0569; 
053A; C; 056A; 
053B; C; 056B; 
053C; C; 056C; 
053D; C; 056D; 
053E; C; 056E; 
053F; C; 056F; 
0540; C; 0570; 
0541; C; 0571; 
0542; C; 0572; 
0543; C; 0573; 
0544; C; 0574; 
0545; C; 0575; 
0546; C; 0576; 
0547; C; 0577; 
0548; C; 0578; 
0549; C; 0579; 
054A; C; 057A; 
054B; C; 057B; 
054C; C; 057C; 
054D; C; 057D; 
054E; C; 057E; 
054F; C; 057F; 
0550; C; 0580; 
0551; C; 0581; 
0552; C; 0582; 
0553; C; 0583; 
0554; C; 0584; 
0555; C; 0585; 
0556; C; 0586; 
0587; F; 0565 0582; 
10A0; C; 2D00; 
10A1; C; 2D01; 
10A2; C; 2D02; 
10A3; C; 2D03; 
10A4; C; 2D04; 
10A5; C; 2D05; 
10A6; C; 2D06; 
10A7; C; 2D07; 
10A8; C; 2D08; 
10A9; C; 2D09; 
10AA; C; 2D0A; 
10AB; C; 2D0B; 
10AC; C; 2D0C; 
10AD; C; 2D0D; 
10AE; C; 2D0E; 
10AF; C; 2D0F; 
10B0; C; 2D10; 
10B1; C; 2D11; 
10B2; C; 2D12; 
10B3; C; 2D13; 
10B4; C; 2D14; 
10B5; C; 2D15; 
10B6; C; 2D16; 
10B7; C; 2D17; 
10B8; C; 2D18; 
10B9; C; 2D19; 
10BA; C; 2D1A; 
10BB; C; 2D1B; 
10BC; C; 2D1C; 
10BD; C; 2D1D; 
10BE; C; 2D1E; 
10BF; C; 2D1F; 
10C0; C; 2D20; 
10C1; C; 2D21; 
10C2; C; 2D22; 
10C3; C; 2D23; 
10C4; C; 2D24; 
10C5; C; 2D25; 
1E00; C; 1E01; 
1E02; C; 1E03; 
1E04; C; 1E05; 
1E06; C; 1E07; 
1E08; C; 1E09; 
1E0A; C; 1E0B; 
1E0C; C; 1E0D; 
1E0E; C; 1E0F; 
1E10; C; 1E11; 
1E12; C; 1E13; 
1E14; C; 1E15; 
1E16; C; 1E17; 
1E18; C; 1E19; 
1E1A; C; 1E1B; 
1E1C; C; 1E1D; 
1E1E; C; 1E1F; 
1E20; C; 1E21; 
1E22; C; 1E23; 
1E24; C; 1E25; 
1E26; C; 1E27; 
1E28; C; 1E29; 
1E2A; C; 1E2B; 
1E2C; C; 1E2D; 
1E2E; C; 1E2F; 
1E30; C; 1E31; 
1E32; C; 1E33; 
1E34; C; 1E35; 
1E36; C; 1E37; 
1E38; C; 1E39; 
1E3A; C; 1E3B; 
1E3C; C; 1E3D; 
1E3E; C; 1E3F; 
1E40; C; 1E41; 
1E42; C; 1E43; 
1E44; C; 1E45; 
1E46; C; 1E47; 
1E48; C; 1E49; 
1E4A; C; 1E4B; 
1E4C; C; 1E4D; 
1E4E; C; 1E4F; 
1E50; C; 1E51; 
1E52; C; 1E53; 
1E54; C; 1E55; 
1E56; C; 1E57; 
1E58; C; 1E59; 
1E5A; C; 1E5B; 
1E5C; C; 1E5D; 
1E5E; C; 1E5F; 
1E60; C; 1E61; 
1E62; C; 1E63; 
1E64; C; 1E65; 
1E66; C; 1E67; 
1E68; C; 1E69; 
1E6A; C; 1E6B; 
1E6C; C; 1E6D; 
1E6E; C; 1E6F; 
1E70; C; 1E71; 
1E72; C; 1E73; 
1E74; C; 1E75; 
1E76; C; 1E77; 
1E78; C; 1E79; 
1E7A; C; 1E7B; 
1E7C; C; 1E7D; 
1E7E; C; 1E7F; 
1E80; C; 1E81; 
1E82; C; 1E83; 
1E84; C; 1E85; 
1E86; C; 1E87; 
1E88; C; 1E89; 
1E8A; C; 1E8B; 
1E8C; C; 1E8D; 
1E8E; C; 1E8F; 
1E90; C; 1E91; 
1E92; C; 1E93; 
1E94; C; 1E95; 
1E96; F; 0068 0331; 
1E97; F; 0074 0308; 
1E98; F; 0077 030A; 
1E99; F; 0079 030A; 
1E9A; F; 0061 02BE; 
1E9B; C; 1E61; 
1EA0; C; 1EA1; 
1EA2; C; 1EA3; 
1EA4; C; 1EA5; 
1EA6; C; 1EA7; 
1EA8; C; 1EA9; 
1EAA; C; 1EAB; 
1EAC; C; 1EAD; 
1EAE; C; 1EAF; 
1EB0; C; 1EB1; 
1EB2; C; 1EB3; 
1EB4; C; 1EB5; 
1EB6; C; 1EB7; 
1EB8; C; 1EB9; 
1EBA; C; 1EBB; 
1EBC; C; 1EBD; 
1EBE; C; 1EBF; 
1EC0; C; 1EC1; 
1EC2; C; 1EC3; 
1EC4; C; 1EC5; 
1EC6; C; 1EC7; 
1EC8; C; 1EC9; 
1ECA; C; 1ECB; 
1ECC; C; 1ECD; 
1ECE; C; 1ECF; 
1ED0; C; 1ED1; 
1ED2; C; 1ED3; 
1ED4; C; 1ED5; 
1ED6; C; 1ED7; 
1ED8; C; 1ED9; 
1EDA; C; 1EDB; 
1EDC; C; 1EDD; 
1EDE; C; 1EDF; 
1EE0; C; 1EE1; 
1EE2; C; 1EE3; 
1EE4; C; 1EE5; 
1EE6; C; 1EE7; 
1EE8; C; 1EE9; 
1EEA; C; 1EEB; 
1EEC; C; 1EED; 
1EEE; C; 1EEF; 
1EF0; C; 1EF1; 
1EF2; C; 1EF3; 
1EF4; C; 1EF5; 
1EF6; C; 1EF7; 
1EF8; C; 1EF9; 
1F08; C; 1F00; 
1F09; C; 1F01; 
1F0A; C; 1F02; 
1F0B; C; 1F03; 
1F0C; C; 1F04; 
1F0D; C; 1F05; 
1F0E; C; 1F06; 
1F0F; C; 1F07; 
1F18; C; 1F10; 
1F19; C; 1F11; 
1F1A; C; 1F12; 
1F1B; C; 1F13; 
1F1C; C; 1F14; 
1F1D; C; 1F15; 
1F28; C; 1F20; 
1F29; C; 1F21; 
1F2A; C; 1F22; 
1F2B; C; 1F23; 
1F2C; C; 1F24; 
1F2D; C; 1F25; 
1F2E; C; 1F26; 
1F2F; C; 1F27; 
1F38; C; 1F30; 
1F39; C; 1F31; 
1F3A; C; 1F32; 
1F3B; C; 1F33; 
1F3C; C; 1F34; 
1F3D; C; 1F35; 
1F3E; C; 1F36; 
1F3F; C; 1F37; 
1F48; C; 1F40; 
1F49; C; 1F41; 
1F4A; C; 1F42; 
1F4B; C; 1F43; 
1F4C; C; 1F44; 
1F4D; C; 1F45; 
1F50; F; 03C5 0313; 
1F52; F; 03C5 0313 0300; 
1F54; F; 03C5 0313 0301; 
1F56; F; 03C5 0313 0342; 
1F59; C; 1F51; 
1F5B; C; 1F53; 
1F5D; C; 1F55; 
1F5F; C; 1F57; 
1F68; C; 1F60; 
1F69; C; 1F61; 
1F6A; C; 1F62; 
1F6B; C; 1F63; 
1F6C; C; 1F64; 
1F6D; C; 1F65; 
1F6E; C; 1F66; 
1F6F; C; 1F67; 
1F80; F; 1F00 03B9; 
1F81; F; 1F01 03B9; 
1F82; F; 1F02 03B9; 
1F83; F; 1F03 03B9; 
1F84; F; 1F04 03B9; 
1F85; F; 1F05 03B9; 
1F86; F; 1F06 03B9; 
1F87; F; 1F07 03B9; 
1F88; F; 1F00 03B9; 
1F88; S; 1F80; 
1F89; F; 1F01 03B9; 
1F89; S; 1F81; 
1F8A; F; 1F02 03B9; 
1F8A; S; 1F82; 
1F8B; F; 1F03 03B9; 
1F8B; S; 1F83; 
1F8C; F; 1F04 03B9; 
1F8C; S; 1F84; 
1F8D; F; 1F05 03B9; 
1F8D; S; 1F85; 
1F8E; F; 1F06 03B9; 
1F8E; S; 1F86; 
1F8F; F; 1F07 03B9; 
1F8F; S; 1F87; 
1F90; F; 1F20 03B9; 
1F91; F; 1F21 03B9; 
1F92; F; 1F22 03B9; 
1F93; F; 1F23 03B9; 
1F94; F; 1F24 03B9; 
1F95; F; 1F25 03B9; 
1F96; F; 1F26 03B9; 
1F97; F; 1F27 03B9; 
1F98; F; 1F20 03B9; 
1F98; S; 1F90; 
1F99; F; 1F21 03B9; 
1F99; S; 1F91; 
1F9A; F; 1F22 03B9; 
1F9A; S; 1F92; 
1F9B; F; 1F23 03B9; 
1F9B; S; 1F93; 
1F9C; F; 1F24 03B9; 
1F9C; S; 1F94; 
1F9D; F; 1F25 03B9; 
1F9D; S; 1F95; 
1F9E; F; 1F26 03B9; 
1F9E; S; 1F96; 
1F9F; F; 1F27 03B9; 
1F9F; S; 1F97; 
1FA0; F; 1F60 03B9; 
1FA1; F; 1F61 03B9; 
1FA2; F; 1F62 03B9; 
1FA3; F; 1F63 03B9; 
1FA4; F; 1F64 03B9; 
1FA5; F; 1F65 03B9; 
1FA6; F; 1F66 03B9; 
1FA7; F; 1F67 03B9; 
1FA8; F; 1F60 03B9; 
1FA8; S; 1FA0; 
1FA9; F; 1F61 03B9; 
1FA9; S; 1FA1; 
1FAA; F; 1F62 03B9; 
1FAA; S; 1FA2; 
1FAB; F; 1F63 03B9; 
1FAB; S; 1FA3; 
1FAC; F; 1F64 03B9; 
1FAC; S; 1FA4; 
1FAD; F; 1F65 03B9; 
1FAD; S; 1FA5; 
1FAE; F; 1F66 03B9; 
1FAE; S; 1FA6; 
1FAF; F; 1F67 03B9; 
1FAF; S; 1FA7; 
1FB2; F; 1F70 03B9; 
1FB3; F; 03B1 03B9; 
1FB4; F; 03AC 03B9; 
1FB6; F; 03B1 0342; 
1FB7; F; 03B1 0342 03B9; 
1FB8; C; 1FB0; 
1FB9; C; 1FB1; 
1FBA; C; 1F70; 
1FBB; C; 1F71; 
1FBC; F; 03B1 03B9; 
1FBC; S; 1FB3; 
1FBE; C; 03B9; 
1FC2; F; 1F74 03B9; 
1FC3; F; 03B7 03B9; 
1FC4; F; 03AE 03B9; 
1FC6; F; 03B7 0342; 
1FC7; F; 03B7 0342 03B9; 
1FC8; C; 1F72; 
1FC9; C; 1F73; 
1FCA; C; 1F74; 
1FCB; C; 1F75; 
1FCC; F; 03B7 03B9; 
1FCC; S; 1FC3; 
1FD2; F; 03B9 0308 0300; 
1FD3; F; 03B9 0308 0301; 
1FD6; F; 03B9 0342; 
1FD7; F; 03B9 0308 0342; 
1FD8; C; 1FD0; 
1FD9; C; 1FD1; 
1FDA; C; 1F76; 
1FDB; C; 1F77; 
1FE2; F; 03C5 0308 0300; 
1FE3; F; 03C5 0308 0301; 
1FE4; F; 03C1 0313; 
1FE6; F; 03C5 0342; 
1FE7; F; 03C5 0308 0342; 
1FE8; C; 1FE0; 
1FE9; C; 1FE1; 
1FEA; C; 1F7A; 
1FEB; C; 1F7B; 
1FEC; C; 1FE5; 
1FF2; F; 1F7C 03B9; 
1FF3; F; 03C9 03B9; 
1FF4; F; 03CE 03B9; 
1FF6; F; 03C9 0342; 
1FF7; F; 03C9 0342 03B9; 
1FF8; C; 1F78; 
1FF9; C; 1F79; 
1FFA; C; 1F7C; 
1FFB; C; 1F7D; 
1FFC; F; 03C9 03B9; 
1FFC; S; 1FF3; 
2126; C; 03C9; 
212A; C; 006B; 
212B; C; 00E5; 
2132; C; 214E; 
2160; C; 2170; 
2161; C; 2171; 
2162; C; 2172; 
2163; C; 2173; 
2164; C; 2174; 
2165; C; 2175; 
2166; C; 2176; 
2167; C; 2177; 
2168; C; 2178; 
2169; C; 2179; 
216A; C; 217A; 
216B; C; 217B; 
216C; C; 217C; 
216D; C; 217D; 
216E; C; 217E; 
216F; C; 217F; 
2183; C; 2184; 
24B6; C; 24D0; 
24B7; C; 24D1; 
24B8; C; 24D2; 
24B9; C; 24D3; 
24BA; C; 24D4; 
24BB; C; 24D5; 
24BC; C; 24D6; 
24BD; C; 24D7; 
24BE; C; 24D8; 
24BF; C; 24D9; 
24C0; C; 24DA; 
24C1; C; 24DB; 
24C2; C; 24DC; 
24C3; C; 24DD; 
24C4; C; 24DE; 
24C5; C; 24DF; 
24C6; C; 24E0; 
24C7; C; 24E1; 
24C8; C; 24E2; 
24C9; C; 24E3; 
24CA; C; 24E4; 
24CB; C; 24E5; 
24CC; C; 24E6; 
24CD; C; 24E7; 
24CE; C; 24E8; 
24CF; C; 24E9; 
2C00; C; 2C30; 
2C01; C; 2C31; 
2C02; C; 2C32; 
2C03; C; 2C33; 
2C04; C; 2C34; 
2C05; C; 2C35; 
2C06; C; 2C36; 
2C07; C; 2C37; 
2C08; C; 2C38; 
2C09; C; 2C39; 
2C0A; C; 2C3A; 
2C0B; C; 2C3B; 
2C0C; C; 2C3C; 
2C0D; C; 2C3D; 
2C0E; C; 2C3E; 
2C0F; C; 2C3F; 
2C10; C; 2C40; 
2C11; C; 2C41; 
2C12; C; 2C42; 
2C13; C; 2C43; 
2C14; C; 2C44; 
2C15; C; 2C45; 
2C16; C; 2C46; 
2C17; C; 2C47; 
2C18; C; 2C48; 
2C19; C; 2C49; 
2C1A; C; 2C4A; 
2C1B; C; 2C4B; 
2C1C; C; 2C4C; 
2C1D; C; 2C4D; 
2C1E; C; 2C4E; 
2C1F; C; 2C4F; 
2C20; C; 2C50; 
2C21; C; 2C51; 
2C22; C; 2C52; 
2C23; C; 2C53; 
2C24; C; 2C54; 
2C25; C; 2C55; 
2C26; C; 2C56; 
2C27; C; 2C57; 
2C28; C; 2C58; 
2C29; C; 2C59; 
2C2A; C; 2C5A; 
2C2B; C; 2C5B; 
2C2C; C; 2C5C; 
2C2D; C; 2C5D; 
2C2E; C; 2C5E; 
2C60; C; 2C61; 
2C62; C; 026B; 
2C63; C; 1D7D; 
2C64; C; 027D; 
2C67; C; 2C68; 
2C69; C; 2C6A; 
2C6B; C; 2C6C; 
2C75; C; 2C76; 
2C80; C; 2C81; 
2C82; C; 2C83; 
2C84; C; 2C85; 
2C86; C; 2C87; 
2C88; C; 2C89; 
2C8A; C; 2C8B; 
2C8C; C; 2C8D; 
2C8E; C; 2C8F; 
2C90; C; 2C91; 
2C92; C; 2C93; 
2C94; C; 2C95; 
2C96; C; 2C97; 
2C98; C; 2C99; 
2C9A; C; 2C9B; 
2C9C; C; 2C9D; 
2C9E; C; 2C9F; 
2CA0; C; 2CA1; 
2CA2; C; 2CA3; 
2CA4; C; 2CA5; 
2CA6; C; 2CA7; 
2CA8; C; 2CA9; 
2CAA; C; 2CAB; 
2CAC; C; 2CAD; 
2CAE; C; 2CAF; 
2CB0; C; 2CB1; 
2CB2; C; 2CB3; 
2CB4; C; 2CB5; 
2CB6; C; 2CB7; 
2CB8; C; 2CB9; 
2CBA; C; 2CBB; 
2CBC; C; 2CBD; 
2CBE; C; 2CBF; 
2CC0; C; 2CC1; 
2CC2; C; 2CC3; 
2CC4; C; 2CC5; 
2CC6; C; 2CC7; 
2CC8; C; 2CC9; 
2CCA; C; 2CCB; 
2CCC; C; 2CCD; 
2CCE; C; 2CCF; 
2CD0; C; 2CD1; 
2CD2; C; 2CD3; 
2CD4; C; 2CD5; 
2CD6; C; 2CD7; 
2CD8; C; 2CD9; 
2CDA; C; 2CDB; 
2CDC; C; 2CDD; 
2CDE; C; 2CDF; 
2CE0; C; 2CE1; 
2CE2; C; 2CE3; 
FB00; F; 0066 0066; 
FB01; F; 0066 0069; 
FB02; F; 0066 006C; 
FB03; F; 0066 0066 0069; 
FB04; F; 0066 0066 006C; 
FB05; F; 0073 0074; 
FB06; F; 0073 0074; 
FB13; F; 0574 0576; 
FB14; F; 0574 0565; 
FB15; F; 0574 056B; 
FB16; F; 057E 0576; 
FB17; F; 0574 056D; 
FF21; C; FF41; 
FF22; C; FF42; 
FF23; C; FF43; 
FF24; C; FF44; 
FF25; C; FF45; 
FF26; C; FF46; 
FF27; C; FF47; 
FF28; C; FF48; 
FF29; C; FF49; 
FF2A; C; FF4A; 
FF2B; C; FF4B; 
FF2C; C; FF4C; 
FF2D; C; FF4D; 
FF2E; C; FF4E; 
FF2F; C; FF4F; 
FF30; C; FF50; 
FF31; C; FF51; 
FF32; C; FF52; 
FF33; C; FF53; 
FF34; C; FF54; 
FF35; C; FF55; 
FF36; C; FF56; 
FF37; C; FF57; 
FF38; C; FF58; 
FF39; C; FF59; 
FF3A; C; FF5A; 
10400; C; 10428; 
10401; C; 10429; 
10402; C; 1042A; 
10403; C; 1042B; 
10404; C; 1042C; 
10405; C; 1042D; 
10406; C; 1042E; 
10407; C; 1042F; 
10408; C; 10430; 
10409; C; 10431; 
1040A; C; 10432; 
1040B; C; 10433; 
1040C; C; 10434; 
1040D; C; 10435; 
1040E; C; 10436; 
1040F; C; 10437; 
10410; C; 10438; 
10411; C; 10439; 
10412; C; 1043A; 
10413; C; 1043B; 
10414; C; 1043C; 
10415; C; 1043D; 
10416; C; 1043E; 
10417; C; 1043F; 
10418; C; 10440; 
10419; C; 10441; 
1041A; C; 10442; 
1041B; C; 10443; 
1041C; C; 10444; 
1041D; C; 10445; 
1041E; C; 10446; 
1041F; C; 10447; 
10420; C; 10448; 
10421; C; 10449; 
10422; C; 1044A; 
10423; C; 1044B; 
10424; C; 1044C; 
10425; C; 1044D; 
10426; C; 1044E; 
10427; C; 1044F;
